1,760,-119.7804
2,22,-1.66
3,33,-2.75
4,88,-11.14001
5,200,-33.33001
6,495,-77.43994
7,1001,-155.0498
8,427,-57.64979
9,924,-148.86
10,315,-53.58987
11,142,-19.03002
12,54,-6.390003
13,299,-42.64997
14,134,-21.40001
15,1001,-152.5997
16,194,-36.69999
17,54,-3.94
18,323,-45.82991
19,128,-18.40002
20,597,-95.12016
21,214,-30.53003
22,29,-4.180001
23,119,-21.25001
24,1001,-145.2498
25,42,-5.290003
26,316,-48.69991
27,94,-13.65001
28,16,-0.6199999
29,20,-3.6
30,106,-19.65001
31,25,-3.16
32,218,-26.65003
33,326,-46.3499
34,210,-28.53003
35,346,-50.4699
36,47,-7.300004
37,126,-16.42002
38,87,-13.09001
39,68,-8.000006
40,149,-21.55001
41,148,-21.54002
42,99,-11.74001
43,127,-15.45001
44,78,-10.55001
45,74,-9.040007
46,167,-29.57002
47,257,-38.30995
48,192,-26.88003
49,240,-30.30004
50,133,-13.55002
51,242,-40.11994
52,144,-21.50002
53,18,-1.62
54,42,-5.780004
55,258,-39.29998
56,254,-42.68993
57,160,-22.64002
58,39,-2.32
59,71,-9.500007
60,189,-22.93003
61,29,-3.2
62,273,-35.04
63,38,-3.780001
64,188,-28.80003
65,197,-24.97003
66,58,-10.35001
67,95,-10.72001
68,244,-34.74999
69,240,-28.34003
70,119,-13.90002
71,233,-32.19
72,143,-21.49002
73,51,-6.360004
74,30,-2.23
75,86,-10.63001
76,187,-23.89003
77,26,-3.17
78,203,-28.46003
79,229,-31.66002
80,151,-19.61002
81,285,-36.13999
82,304,-43.67995
83,28,-3.190001
84,33,-3.240001
85,116,-12.89001
86,45,-5.320002
87,184,-25.82002
88,122,-14.42002
89,31,-3.71
90,109,-14.78001
91,20,-1.64
92,58,-12.31001
93,170,-27.15002
94,101,-9.800012
95,130,-17.93002
96,552,-78.98994
97,41,-2.83
98,109,-12.82001
99,133,-18.45002
100,29,-4.180001
101,83,-12.56001
102,421,-53.17984
103,56,-8.860004
104,98,-10.26001
105,27,-2.69
106,158,-18.70002
107,133,-16.98002
108,132,-18.44001
109,73,-9.030006
110,48,-4.860002
111,65,-5.520005
112,36,-5.230002
113,25,-2.18
114,48,-3.390003
115,44,-4.330001
116,272,-45.80994
117,34,-2.27
118,41,-3.320001
119,99,-10.76001
120,251,-34.32997
121,32,-2.25
122,44,-3.840001
123,280,-38.04996
124,74,-7.080006
125,47,-4.360002
126,163,-24.63002
127,18,-1.62
128,39,-4.280001
129,67,-9.460005
130,17,-2.59
131,188,-23.90003
132,93,-11.68001
133,278,-33.62001
134,24,-2.17
135,19,-1.14
136,45,-4.340002
137,85,-10.62001
138,14,-1.58
139,95,-14.64001
140,70,-8.020008
141,40,-2.33
142,40,-4.290001
143,29,-2.71
144,65,-6.990005
145,37,-3.77
146,56,-7.880005
147,48,-5.840002
148,51,-6.360002
149,50,-7.820004
150,26,-3.170001
151,66,-8.960006
152,88,-12.61001
153,94,-13.65001
154,42,-3.820003
155,28,-2.7
156,80,-12.04001
157,26,-2.19
158,93,-12.17001
159,77,-8.580008
160,48,-4.860002
161,91,-7.740009
162,131,-14.51001
163,52,-6.370004
164,67,-7.500006
165,106,-12.79001
166,93,-11.19001
167,67,-6.520005
168,36,-2.29
169,28,-2.7
170,36,-2.29
171,56,-5.430003
172,36,-3.27
173,179,-24.79002
174,59,-6.440005
175,58,-8.390005
176,71,-5.090004
177,113,-10.41001
178,45,-4.340003
179,36,-2.78
180,52,-4.900002
181,17,-1.61
182,45,-4.340001
183,45,-4.830003
184,36,-2.29
185,33,-0.2999997
186,35,-3.26
187,65,-8.460007
188,52,-5.880002
189,18,-0.1499999
190,83,-8.640009
191,37,-3.28
192,107,-10.84001
193,58,-5.940005
