1,126,-16.42002
2,53,-6.870005
3,31,-0.7699997
4,113,-10.41001
5,44,-1.39
6,25,0.2700001
7,11,0.41
8,66,-6.020002
9,28,-1.72
10,8,0.93
11,139,-16.06002
12,57,-3.970006
13,75,-6.600005
14,54,-3.940001
15,50,-6.840004
16,34,-1.78
17,111,-11.86001
18,25,-1.2
19,50,-2.92
20,126,-12.50002
21,86,-8.180009
22,76,-6.120005
23,17,-0.1399999
24,30,-1.74
25,217,-25.17003
26,33,-3.240002
27,35,-5.220003
28,28,-0.7399999
29,18,-0.1499999
30,83,-10.60001
31,108,-13.79001
32,67,-7.500006
33,77,-7.600004
34,18,0.3400001
35,52,-3.43
36,105,-9.35001
37,73,-5.600007
38,37,-2.79
39,85,-8.66001
40,54,-5.410002
41,122,-20.30001
42,43,-2.36
43,20,-0.1699998
44,51,-7.340004
45,164,-21.70002
46,64,-7.960006
47,96,-8.280009
48,29,-3.690001
49,266,-20.27004
50,25,-1.2
51,29,-0.7499998
52,82,-9.120002
53,62,-4.020004
54,26,-1.7
55,7,0.45
56,82,-11.57001
57,47,-4.850004
58,22,0.3000001
59,41,-2.83
60,47,-3.380002
61,40,-1.84
62,15,-0.6099999
63,54,-5.410002
64,28,-0.7399998
65,78,-7.610005
66,30,-3.210001
67,18,-3.58
68,114,-13.36002
69,72,-5.590004
70,28,-4.170001
71,42,-3.330001
72,70,-5.080001
73,39,-1.34
74,63,-2.069999
75,14,-0.5999999
76,40,-1.84
77,72,-7.550007
78,73,-4.620002
79,19,-2.61
80,76,-6.120006
81,9,0.4300001
82,24,-1.68
83,44,-1.88
84,80,-4.200001
85,11,0.9
86,74,-5.120008
87,43,-0.8899996
88,59,-2.52
89,22,-0.1899998
90,35,-3.260001
91,26,-0.7199998
92,81,-5.190004
93,15,-0.6099999
94,43,-4.810001
95,17,0.3500001
96,47,-4.360003
97,35,-1.3
98,39,-3.79
99,19,-0.6499999
100,30,-4.680002
101,35,-1.79
102,101,-8.330012
103,17,0.3500001
104,37,-1.81
105,23,-0.6899998
106,7,0.94
107,12,0.4
108,72,-7.060007
109,42,-2.84
110,43,-4.810002
111,15,0.86
112,11,-0.07999992
113,14,0.3800001
114,26,-0.2299998
115,16,-1.11
116,12,-0.08999991
117,17,-1.12
118,20,-2.62
119,107,-14.27001
120,43,-2.36
121,73,-8.050009
122,74,-7.080008
123,21,0.3100002
124,87,-10.15
125,19,-0.6499999
126,35,-0.8099998
127,24,-0.6999998
128,13,0.39
129,23,-1.67
130,18,-0.6399999
131,97,-7.80001
132,38,-1.33
133,38,-2.8
134,30,-0.76
135,31,0.21
136,37,-2.3
137,45,-2.87
138,8,0.93
139,16,0.36
140,20,0.3200002
141,87,-6.230005
142,10,0.91
143,80,-4.690006
144,25,0.2700001
145,48,-5.350005
146,29,-1.73
147,8,0.44
148,17,0.3500001
149,7,0.94
150,49,-7.320004
151,27,-1.22
152,39,-3.790003
153,31,-1.75
154,25,-1.2
155,63,-9.420003
156,49,-2.42
157,38,-5.250002
158,15,-0.6099999
159,54,-1.98
160,16,-1.11
161,16,-0.1299999
162,20,-2.13
163,33,-0.2999997
164,28,0.2400001
165,48,-1.92
166,16,0.3600001
167,13,0.39
168,30,-2.23
169,60,-6.940005
170,13,-0.0999999
171,11,-0.07999992
172,15,0.37
173,18,0.3400002
174,62,-7.940006
175,13,0.88
176,13,-0.5899999
177,34,-0.3099998
178,16,-0.1299999
179,21,-1.65
180,16,-0.1299999
181,25,-1.69
182,58,-4.960007
183,36,-1.8
